dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score
10143822,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143822",,0130150285,"Unnamed Barium Deposit",34.10983,-84.77103,NA,"United States",Georgia,Bartow,N,Barium-Barite,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1",,,,,,,,,D
10143823,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143823",,0130150163,"Bishop Mine",34.24543,-84.76383,NA,"United States",Georgia,Bartow,M,Iron,,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"REF:HULL,LA FORGE,AND CRANE,1919,GA GEOL SURV BULL 35,P 126CODE 0320 INCLUDES OCHER",,,,,,,,,D
10143824,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143824",,0132930054,"The Old Bell Mine",32.84326,-84.34682,NA,"United States",Georgia,Upson,N,Mica,,,Surface-Underground,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"FURCROM AND TEAGUE, 1943, GEORGIA GEOL SURVEY BULL 48,PP. 21 & 23, PLATE 2.",,,,,,,,,D
10143825,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143825",,0130150107,"Laramore Property",34.16623,-84.73683,NA,"United States",Georgia,Bartow,M,,,Manganese,Surface,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"MCCALLIE,S.W. GEOLOGICAL SURVEY OF GEORGIA,BULL.NO 35,MN ORE, P.1",,,,,,1908,,,D
10143829,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143829",,0132270027,"Partain Prospects",34.41873,-84.29351,NA,"United States",Georgia,Pickens,N,Mica,,,Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"HEINRICH, E WM, KLEPPER, MONTIS R & JAHNS, RICHARD H, 1953,USGS PROF PAPER 248-F, P. 385.",,,,,,,,,D
10143832,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143832",,0130150223,"Lot 102",34.29543,-84.91803,NA,"United States",Georgia,Bartow,M,Aluminum,,,Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"WHITE, WALTER S. & DENSON, NORMAN M., USGS BULL 1199-M, 1966",,,,,,,,,D
10143846,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143846",,0130150194,"Slabhouse Mine",34.14233,-84.76883,NA,"United States",Georgia,Bartow,N,Barium-Barite,,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"REF:KESLER,1950,USGS PROF PAPER 224,P 67",,,,,,,,,D
10143847,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143847",,0132930007,"Thompson Prospect",32.97456,-84.35022,NA,"United States",Georgia,Upson,N,Mica,,,Surface-Underground,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"HEINRICH, E WM, KLEPPER, MONTIS R & JAHNS, RICHARD H, 1953,USGS PROF PAPER 248-F, P. 337.PEGMATITE MINERALS-KAOLINIZED FELDSPAR & QUARTZ.",,,,,,,,,D
10143849,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143849",,0130150274,"Unnamed Iron Deposit",34.11343,-84.75713,NA,"United States",Georgia,Bartow,M,Iron,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1",,,,,,,,,D
10143850,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143850",W100571,0130570019,"Cherokee Mine",34.16843,-84.52412,NA,"United States",Georgia,Cherokee,M,,,Gold,Surface-Underground,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"YEATES, W.S., MCCALLIE, S.W. AND KING, FRANCIS P.  GEORGIAGEOLOGICAL SURVEY BULL. 4-A, PP. 197-198.JONES, S.P.  GEORGIA GEOLOGICAL SURVEY BULL. 19,1909, PP.151-153.PARDEE, J.T. AND PARK, C.F., JR.  USGS PROF. PAPER 213,1948, PP. 128-129.",,,,,,,,,D
10143852,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143852",,0130150411,"Unnamed Manganese Deposit",34.18483,-84.77023,NA,"United States",Georgia,Bartow,M,Manganese,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1",,,,,,,,,D
10143853,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143853",,0130150421,"Unnamed Manganese Deposit",34.20013,-84.76133,NA,"United States",Georgia,Bartow,M,Manganese,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1",,,,,,,,,D
10143856,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143856",,0130150305,"Unnamed Ocher Deposit",34.14403,-84.77213,NA,"United States",Georgia,Bartow,M,Iron,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1",,,,,,,,,D
10143865,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143865",,0132330054,"Fite Prospect",34.07123,-85.34605,NA,"United States",Georgia,Polk,M,Aluminum,,,Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"WHITE, WALTER S. & DENSON, NORMAN M., USGS BULL 1199-M, 1966",,,,,,,,,D
10143867,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143867",,0132410014,"Law Ground Branch Mine",34.94121,-83.19178,NA,"United States",Georgia,Rabun,M,Gold,,,Placer,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"YEATES ET AL 1896 GA GEOL SUR BULL 4A",,,,,,,,,D
10143872,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143872",,0130150053,Appalachian,34.22123,-84.74073,NA,"United States",Georgia,Bartow,M,,,Manganese,Surface-Underground,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"PEYTON AL & LEWEICKI WT USBM RI 4539 SEPT 1949 P.10ONEILL JF & WYNDHAM CE USBM RI 5017 JANUARY 1954 P.55-56",,,,,,1949,,,D
10143875,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143875",,0132270029,"A V Reeves Prospect",34.41203,-84.45132,NA,"United States",Georgia,Pickens,N,Mica,,,Underground,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"HEINRICH, E WM, KLEPPER, MONTIS R & JAHNS, RICHARD H, 1953,USGS PROF PAPER 248-F, P. 386.",,,,,,,,,D
10143876,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143876",,0132210022,"Very Best Blue Quarry",33.95324,-82.96237,NA,"United States",Georgia,Oglethorpe,N,Granite,,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"LOCATION FROM MSHARCF LIST 10/81NOT ON MSHA LIST 1981--ASSUME PAST PRODUCER",,,,,,,,,D
10143879,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143879",,0132139002,"Cohutta Mill",34.76402,-84.76053,NA,"United States",Georgia,Murray,N,,,Talc-Soapstone,"Processing Plant",,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"MESA INSPECTORSMILL PROCESSES TALC.NOT ON MSHA LIST 1981--ASSUME PAST PRODUCER",,,,,,,,,D
10143880,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143880",,0130150089,"Lots 392 and 393",34.17373,-84.74433,NA,"United States",Georgia,Bartow,M,,,"Iron, Manganese",Surface,,,Unknown,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"MCCALLIE SW GEOL SURVEY OF GEORGIA BULL NO 35 1919 P90",,,,,,1919,,,D
10143881,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143881",,0132890035,Mine,32.71847,-83.49629,NA,"United States",Georgia,Twiggs,N,Kaolin,,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"LANG, WALTER B., WARREN, WALTER C., THOMPSON, RAYMOND M., &OVERSTREET, ELIZABETH F., U.S.G.S. BULL 1199-J, 1965.PROPERTY WAS OPERATED BY J.M. HUBER CORPORATION.",,,,,,,,,D
10143884,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143884",,0130150240,"Mitchell-Hodge Mine",34.12953,-84.99824,NA,"United States",Georgia,Bartow,M,Iron,,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"LEWIECKI, WALTER T, JAN, 1948, BUMINES RI 4178, PART I, PP.",,,,,,,,,D
10143897,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143897",,0130150250,"Rob Shinall Quarry",34.31623,-84.73853,NA,"United States",Georgia,Bartow,N,"Stone, Crushed/Broken",,,Surface,,,Producer,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"GA. E.P.A. RECORDS-MACON,GA DEC 77   GA MINE NO. 476",,,,,,,,,D
10143899,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143899",,0131870013,"Lockhart Mine",34.52872,-83.9621,NA,"United States",Georgia,Lumpkin,M,Gold,,,Surface-Underground,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"YEATES WS ET AL 1896 GA GEOL SUR BULL 4A P383-99JONES SP 1909 GA GEOL SUR BULL 19 P194PARDEE JT & PARK CF JR 1948 US GEOL SUR PROF PAPER 213 P126",,,,,,,,,D
10143900,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143900",,0132130010,"Mill Creek Copper Prospect",34.88732,-84.69933,NA,"United States",Georgia,Murray,M,Copper,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"REF:HURST AND CRAWFORD,1970,US DEPT OF COMMERCE TAP,COOSA VA,P 145",,,,,,,,,D
10143902,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143902",,0131950001,"Royalty Blue Quarry",34.06453,-82.98737,NA,"United States",Georgia,Madison,N,Granite,,,Surface,,,Producer,,,,,,,,,"Carlton Quarry",,"Eastern Field Operations Center (EFOC)",,,,,,,"MESA INSPECTORSMSHA LIST 11-23-79RCF & CMS LISTS 10/81MSHA LIST 1981",,,,,,,,,D
10143903,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143903",,0131590006,"Newton Prospect",33.45485,-83.60179,NA,"United States",Georgia,Jasper,N,Mica,,,Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"HEINRICH, E WM, KLEPPER, MONTIS R & JAHNS, RICHARD H, 1953,USGS PROF PAPER 248-F, P. 393.",,,,,,,,,D
10143908,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143908",,0133030071,"J N Kenfroe Prospect",33.05706,-82.91487,NA,"United States",Georgia,Washington,N,Kaolin,,,Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"IND DEV DEPT, MAP OF KAOLIN & BAUXITE OF WASHINGTON CO, GA.SMITH, RICHARD W, 1929, GA GEOL SURVEY BULL 44, P. 339.FOR ATTACHMENT SEE 13-303-00020.",,,,,,,,,D
10143910,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143910",,0133030051,"T A Wiggins Prospect",32.99736,-83.03068,NA,"United States",Georgia,Washington,N,Kaolin,,,Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"IND DEV DEPT, MAP OF KAOLIN & BAUXITE OF WASHINGTON CO, GA.SMITH, RICHARD W, 1929, GA GEOL SURVEY BULL 44, P. 322.FOR ATTACHMENT SEE 13-303-00020.",,,,,,,,,D
10143911,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143911",,0131430013,"W T Raburn Prospect",33.72454,-85.05074,NA,"United States",Georgia,Haralson,N,Sulfur,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"REF:HURST AND CRAWFORD,1970,US DEPT OF COMMERCE TAP,COOSA VA,P 7",,,,,,,,,D
10143912,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143912",,0131830002,"Morgan Lake Pit",31.68439,-81.79984,NA,"United States",Georgia,Long,N,Stone,,,Surface,,,Producer,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"MSHA LIST 11/23/79MSHA LIST 1981",,,,,,,,,D
10143913,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143913",,0130150254,"Larramore Mine",34.16513,-84.74773,NA,"United States",Georgia,Bartow,M,Iron,,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1",,,,,,,,,D
10143917,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143917",,0131930013,"Unnamed Outcrop",32.24958,-84.07131,NA,"United States",Georgia,Macon,M,,,Aluminum,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"ZAPP, ALFRED D., U.S.G.S. BULL 1199-G, 1965, P.627.",,,,,,,,,D
10143921,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143921",W100873,0130570004,"Cherokee Iron Mine",34.31593,-84.50162,NA,"United States",Georgia,Cherokee,M,,,Iron,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"USBM R.I.4178, 1948, P 4.",,,,,,,,,D
10143922,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143922",,0132890072,"Ga. Kaolin Mine 60",32.76456,-83.53629,NA,"United States",Georgia,Twiggs,N,Kaolin,,,Surface,,,Producer,,,,,,,,,"Ga Kaolin Co.",,"Eastern Field Operations Center (EFOC)",,,,,,,"GA EPA RECORDS AT MACON, GA-DEC 77   GA MINE NO. 329",,,,,,,,,D
10143924,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143924",,0132130039,"C.C.Keith Property",34.78902,-84.78913,NA,"United States",Georgia,Murray,N,Barium-Barite,,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"HULL,J 1920 GSGA BULLETIN 36 PAGE 130, 128,129",,,,,,,,,D
10143929,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143929",,0130150123,Vaughn,34.24293,-84.76963,NA,"United States",Georgia,Bartow,M,,,"Manganese, Cobalt",Surface,,,"Past Producer",,,"Chert, Dolomite, Halloysite, Hollandite, Lithiophorite",,,,,,"Ward Mine",,Sapakoff,,,,,,,"CONFIDENTIAL WAR MIN. REPT. FILES, MN,CO., NI OF CHEROKEE ARALABAMAKESLER, THOMAS L., USGS PROF. PAPER 224, 1950, PP. 53 & 61.O'NEILL, J.F., AND WYNDHAM, C.E, BU. MINES RI 5017, 1954, PPPIERCE, W.G., USGS BULL 940-J, 1943, PP 271 & 275",,,,,,,,,B
10143931,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143931",,0132890012,"Crosby No. 5 Mine",32.83076,-83.40849,NA,"United States",Georgia,Twiggs,N,Kaolin,,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"LANG, WALTER B., WARREN, WALTER C., THOMPSON, RAYMOND M., &OVERSTREET, ELIZABETH F., U.S.G.S. BULL 1199-J, 1965.PROPERTY WAS OPERATED BY SOUTHERN CLAYS, INC.",,,,,,,,,D
10143940,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143940",,0130150418,"Unnamed Manganese Deposit",34.18763,-84.78963,NA,"United States",Georgia,Bartow,M,Manganese,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1",,,,,,,,,D
10143942,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143942",,0132950006,"Boss Tripoli Mine",34.67092,-85.22134,NA,"United States",Georgia,Walker,N,"Stone, Crushed/Broken",,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"REF:BUTTS AND GILDERSLEEVE,1948,GA GEOL SURV BULL 54,MAP 2",,,,,,,,,D
10143948,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143948",W100544,0131230021,"White Path Quarry",34.74122,-84.41772,NA,"United States",Georgia,Gilmer,M,Gold,,,Placer,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"YEATES,W.S.,GEOLOGICAL SURVEY BULL. OF GA. 4-A,1896,PP.254-257RCF & CMS LISTS 10/81MSHA LIST 1981",,,,,,,,,D
10143950,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143950",,0131430009,"H P Blackmon Prospect",33.84764,-85.09744,NA,"United States",Georgia,Haralson,N,Sulfur,,,Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"REF:HURST AND CRAWFORD,1970,US DEPT OF COMMERCE TAP,COOSA VA,P 27",,,,,,,,,D
10143952,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143952",,0132450014,"Merry Pit 4",33.44185,-81.96174,NA,"United States",Georgia,Richmond,N,Clay,,,Surface,,,Producer,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"GA EPA RECORDS AT MACON,GA-DEC 77  GA MINES NO. 139",,,,,,,,,D
10143953,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143953",,0130150206,"Akin Mine",34.28703,-84.89803,NA,"United States",Georgia,Bartow,M,Aluminum,,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"WHITE, WALTER S. & DENSON, NORMAN M., USGS BULL 1199-M, 1966P. M24.",,,,,,,,,D
10143970,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143970",W000285,0130570064,"Rich Mine",34.22903,-84.48682,NA,"United States",Georgia,Cherokee,M,Sulfur-Pyrite,"Lead, Zinc",,Underground,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"SHEARER,H.K.,THE PYRITES DEPOSITS OF GA.,GEOLOGICAL SURVEY OF GA.1918,P.156",,,,,,,,,D
10143974,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143974",,0130150233,"Unnamed Prospect",34.29123,-85.00134,NA,"United States",Georgia,Bartow,M,Aluminum,,,Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"WHITE, WALTER S, PRELIMINARY REPT, USGS.",,,,,,,,,D
10143976,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143976",W000287,0131110007,"Shaffer Mine",34.96431,-84.41772,NA,"United States",Georgia,Fannin,M,,,Copper,Underground,,,"Past Producer",,,,,,,,,"Mobile Mine",,"Lyday, Travis Q.",,,,,,,"U. S. BUREAU OF MINES.  MINE NO. 20--MOBILE MINE AND OTHERPROPERTIES, FANNIN COUNTY, GEORGIA.  WAR MINERALS REPORT, 19PP. 1-9, 26-31.",,,,,,,,,D
10143985,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143985",,0131150095,"Lot 14",34.11903,-85.20244,NA,"United States",Georgia,Floyd,M,Aluminum,,,Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"WHITE, WALTER S. & DENSON, NORMAN M., USGS BULL 1199-M, 1966",,,,,,,,,D
10143991,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143991",,0131870015,"Tahloneka Mine",34.53842,-83.9649,NA,"United States",Georgia,Lumpkin,M,Gold,,,Surface-Underground,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"YEATES WS ET AL 1896 GA GEOL SUR BULL 4A P413-15JONES SP 1909 GA GEOL SUR BULL 19 P199-200PARDEE JT & PARK CF JR 1948 US GEOL SUR PROF PAPER 213 P127",,,,,,,,,D
10143995,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143995",,0130150270,"Kelly Iron Mine",34.11153,-84.77413,NA,"United States",Georgia,Bartow,M,Iron,,,Underground,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1",,,,,,,,,D
10143997,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10143997",,0130150333,"Unnamed Iron Deposit",34.18543,-84.76213,NA,"United States",Georgia,Bartow,M,Iron,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1",,,,,,,,,D
10144000,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144000",,0132930036,"Kelly O'Neil Prospects",32.97706,-84.13271,NA,"United States",Georgia,Upson,N,Mica,,,Unknown,,,Prospect,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"HEINRICH, E WM, KLEPPER, MONTIS R & JAHNS, RICHARD H, 1953,USGS PROF PAPER 248-F, PP. 358-359.PEGMATITE MINERALS-KAOLINIZED PLAGIOCLASE, PERTHITE & QUARTZ",,,,,,,,,D
10144002,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144002",,0130150028,Howard,34.18933,-84.76353,NA,"United States",Georgia,Bartow,M,,,Manganese,Surface-Underground,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"O NEIL, J. F. AND WYNDHAM, C. E. RECONNAISSANCE OF THE CARTEMANGANESE DEPOSITS, BARTOW COUNTY, GA., U.S.B.M. R.I.5017, PHULL, J. P. D., LA FORGE, L. AND CRANE, W. R., REPORT ON MANDEPOSITES OF GA., GEOL. SERVEY OFGA., BULL. NO. 35, P. 147PEYTON, A. L. AND LEWEICKI, W. T., INVESTIGATION OF THE CARTMANGANESE DISTRICT, BARTOW COUNTY, GA., U.S.B.M. R.I. 4539,",,1918,,,,1900,,,D
10144005,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144005",,0132810005,"Hog Creek Corundum Mine",34.94981,-83.7916,NA,"United States",Georgia,Towns,N,Corundum,,,Surface-Underground,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"BALLARD,T.J.,EXPLORATION OF THE HOG CREEK CORUNDUM MINE,1946",,,,,,,,,D
10144006,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144006",,0130150304,"Unnamed Ocher Deposit",34.14373,-84.77353,NA,"United States",Georgia,Bartow,M,Iron,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1",,,,,,,,,D
10144011,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144011",,0130150015,Apex,34.12953,-84.74553,NA,"United States",Georgia,Bartow,M,,,"Iron, Manganese",Surface,,,Unknown,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"O:NEIL, J. F. AND WYNDHAM, C. E. RECONNAISSANCE OF THE CARTEMANGANESE DEPOSITS, BARTOW COUNTY, GA., U.S.B.M. R.I. 5017 P",,,,,,1954,,,D
10144016,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144016",,0130730001,"The Dixie Mountain Serpentine Dep",33.62154,-82.22265,NA,"United States",Georgia,Columbia,M,,,"Magnesite, Chromium",Surface,,,"Past Producer",,,"Chlorite, Chromite, Magnesite, Serpentine, Talc",,Surface,,,,"Serpentine Deposit of Columbia Co, Unty Georgia, Osit",,"Lyday, Travis Q.",,,,,,,"USBUMINES WAR MINERALS EXAMINATION OF SERPENTINITE DEPOSIT ICOLUMBIA COUNTY GEORGIA 5/5/44A S PURCRON 2/41 MAGNESIUM AND MAGNESIUM SALTS IN COLUMBIACOUNTY GEORGIA GEORGIA DEPARTMENT OF NATURAL RESOURCESLAWRIE H TURNER 1/20/42 CERTIFICATE OF ANALYSIS ON CHROMITESAMPLE NUMBER 1726 GEORGIA DEPARTMENT OF NATURAL RESOURCESUSBUMINES MICROFILM STATISTICS ON INDIVIDUAL COMPANY PRODUCT",,,,,,,,,D
10144017,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144017",,0130830003,"Southern Iron and Steel Co Quarry",34.76842,-85.51105,NA,"United States",Georgia,Dade,N,"Stone, Dimension",,,Surface,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"REF:BUTTS AND GILDERSLEEVE,1948,GA GEOL SURV BULL 54,MAP 2",,,,,,,,,D
10144019,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144019",,0133190052,"Ga Kaolin Mine 70",32.74097,-83.28959,NA,"United States",Georgia,Wilkinson,N,Kaolin,,,Surface,,,Producer,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"GA EPA RECORDS AT MACON,GA-DEC 77   GA MINES NO. 530",,,,,,,,,D
10144020,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144020",,0130150467,"Unnamed Gold Deposit",34.12263,-84.66553,NA,"United States",Georgia,Bartow,M,Gold,,,Unknown,,,Occurrence,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"KESLER, T 1950 USGS PROF PAPER 224 PLATE 1, PAGE 91",,,,,,,,,D
10144023,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144023",,0133030106,"Veal Mine No. 1",33.01796,-82.92847,NA,"United States",Georgia,Washington,N,Kaolin,,,Surface,,,Producer,,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"GA EPA RECORDS AT MACON, GA-DEC 77   GA MINE NO. 077",,,,,,,,,D
10144024,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10144024",,0132930020,"Tomlin Mine",32.83126,-84.21351,NA,"United States",Georgia,Upson,N,Mica,,,Underground,,,"Past Producer",,,,,,,,,,,"Eastern Field Operations Center (EFOC)",,,,,,,"HEINRICH, E WM, KLEPPER, MONTIS R & JAHNS, RICHARD H, 1953,USGS PROF PAPER 248-F, PP. 346-347.",,,,,,,,,D
